trip_id,vendor_id,base_inr,km_inr,wait_inr,total_inr
T002739,V12,163,277,40,480
T002740,V06,161,449,43,653
T002741,V02,163,495,61,719
T002742,V01,151,265,30,446
T002743,V08,134,479,34,647
T002744,V01,189,402,60,651
T002745,V12,197,454,61,712
T002746,V08,145,308,34,487
T002747,V06,196,454,52,702
T002748,V10,140,644,52,836
T002749,V08,143,451,59,653
T002750,V07,160,202,106,468
T002751,V10,158,371,12,541
T002752,V09,122,138,20,280
T002753,V09,146,558,25,729
T002754,V09,143,540,11,694
T002755,V05,199,461,57,717
T002756,V07,144,560,165,869
T002757,V12,162,487,43,692
T002758,V10,168,452,60,680
T002759,V05,195,340,18,553
T002760,V06,186,487,48,721
T002761,V02,177,535,62,774
T002762,V11,133,458,44,635
T002763,V03,146,554,59,759
T002764,V08,145,342,65,552
T002765,V12,146,352,49,547
T002766,V02,193,369,47,609
T002767,V04,184,548,22,754
T002768,V04,129,408,43,580
T002769,V12,198,614,36,848
T002770,V11,152,465,38,655
T002771,V10,168,380,51,599
T002772,V05,180,556,28,764
T002773,V11,161,251,26,438
T002774,V03,194,210,30,434
T002775,V07,163,212,181,556
T002776,V07,196,211,93,500
T002777,V06,149,537,46,732
T002778,V07,139,200,180,519
T002779,V05,172,140,25,337
T002780,V05,188,145,37,370
T002781,V02,149,452,54,655
T002782,V03,156,584,35,775
T002783,V07,134,305,145,584
T002784,V10,199,606,31,836
T002785,V06,162,237,60,459
T002786,V12,146,135,58,339
T002787,V07,131,366,174,671
T002788,V05,158,283,33,474
T002789,V05,176,614,32,822
T002790,V08,182,335,36,553
T002791,V12,166,620,26,812
T002792,V04,125,431,15,571
T002793,V05,177,599,35,811
T002794,V03,146,171,40,357
T002795,V04,178,581,17,776
T002796,V10,173,145,42,360
T002797,V07,167,359,179,705
T002798,V11,177,235,23,435
T002799,V09,184,196,49,429
T002800,V12,170,525,39,734
T002801,V02,181,293,26,500
T002802,V07,190,153,105,448
T002803,V11,187,504,67,758
T002804,V09,142,421,50,613
T002805,V01,158,270,60,488
T002806,V12,131,139,42,312
T002807,V06,142,474,48,664
T002808,V03,147,214,19,380
T002809,V06,132,456,46,634
T002810,V11,187,406,54,647
T002811,V07,195,596,157,948
T002812,V03,147,271,31,449
T002813,V08,185,561,38,784
T002814,V06,191,445,20,656
T002815,V09,157,146,42,345
T002816,V10,171,422,55,648
T002817,V04,144,138,19,301
T002818,V11,124,243,67,434
T002819,V06,158,363,32,553
T994864,V01,131,126,63,320
T002821,V07,173,541,44,758
T002822,V07,175,114,42,331
T002823,V02,146,182,15,343
T002824,V09,173,130,40,343
T002825,V10,130,501,36,667
T002826,V04,181,303,31,515
T002827,V10,168,450,22,640
T002828,V07,161,478,111,750
T002829,V03,189,165,56,410
T002830,V07,189,544,71,804
T002831,V12,191,546,23,760
T002832,V07,168,566,105,839
T002833,V06,157,137,32,326
T002834,V05,192,321,65,578
T002835,V03,151,115,26,292
T002836,V05,153,618,19,790
T002837,V09,130,122,55,307
T002838,V05,150,165,49,364
T002839,V09,194,438,17,649
T002840,V08,126,328,57,511
T002841,V11,142,247,34,423
T002842,V10,184,190,23,397
T002843,V04,192,640,22,854
T002844,V10,174,634,43,851
T002845,V11,161,334,25,520
T002846,V05,141,432,51,624
T002847,V12,128,319,68,515
T002848,V12,147,499,43,689
T002849,V02,172,388,38,598
T002850,V05,128,458,26,612
T002851,V08,197,448,33,678
T002852,V11,149,315,60,524
T002853,V11,126,552,60,738
T002854,V09,199,216,31,446
T002855,V04,157,282,27,466
T002856,V12,124,307,44,475
T002857,V11,121,455,52,628
T002858,V11,188,300,69,557
T002859,V09,155,245,54,454
T002860,V03,193,479,62,734
T002861,V04,125,245,46,416
T002862,V11,183,557,14,754
T002863,V04,189,243,52,484
T002864,V05,140,321,52,513
T002865,V02,170,607,64,841
T002866,V05,128,360,20,508
T002867,V02,134,545,55,734
T002868,V05,166,180,34,380
T002869,V09,130,625,61,816
T002870,V04,161,392,19,572
T002871,V09,196,424,57,677
T002872,V06,135,599,60,794
T002873,V12,195,446,26,667
T002874,V06,145,285,20,450
T002875,V08,185,485,50,720
T002876,V12,136,563,27,726
T002877,V09,144,480,27,651
T002878,V10,169,518,14,701
T002879,V02,149,210,23,382
T002880,V10,178,177,31,386
T002881,V07,120,440,120,680
T002882,V05,178,567,24,769
T002883,V10,121,139,44,304
T002884,V03,172,168,29,369
T002885,V02,172,292,29,493
T002886,V03,164,363,68,595
T002887,V10,149,491,11,651
T002888,V01,143,240,54,437
T002889,V10,157,268,15,440
T002890,V08,199,471,33,703
T994815,V02,170,451,33,654
T002892,V08,147,467,59,673
T002893,V09,199,356,60,615
T002894,V11,146,318,43,507
T002895,V04,193,220,62,475
T002896,V08,156,427,54,637
T002897,V07,163,254,53,470
T002898,V12,150,372,67,589
T002899,V08,161,518,30,709
T002900,V04,195,270,17,482
T002901,V02,138,177,36,351
T002902,V06,173,309,14,496
T002903,V02,166,338,20,524
T994397,V08,153,416,43,612
T002905,V10,120,623,11,754
T002906,V07,130,461,182,773
T002907,V08,134,187,34,355
T002908,V04,167,184,21,372
T002909,V03,178,610,50,838
T002910,V06,191,446,27,664
T002911,V11,152,214,16,382
T002912,V04,177,453,66,696
T002913,V08,165,279,37,481
T002914,V01,145,550,13,708
T002915,V12,121,543,21,685
T002916,V11,185,588,57,830
T002917,V04,167,153,54,374
T002918,V08,179,416,40,635
T002919,V03,192,561,43,796
T002920,V06,140,525,35,700
T002921,V06,155,202,51,408
T002922,V07,130,654,68,852
T002923,V09,143,453,49,645
T002924,V08,150,330,56,536
T002925,V03,183,475,51,709
T002926,V01,139,518,69,726
T002927,V03,156,310,18,484
T002928,V03,148,584,22,754
T993667,V09,174,369,29,572
T002930,V09,121,329,51,501
T002931,V01,180,373,25,578
T002932,V10,129,566,68,763
T002933,V07,153,158,70,381
T002934,V11,123,531,28,682
T998309,V03,188,647,67,902
T002936,V03,147,482,16,645
T002937,V08,128,501,34,663
T002938,V10,193,192,13,398
T002939,V06,137,570,62,769
T002940,V10,195,211,69,475
T002941,V11,174,228,58,460
T002942,V07,181,502,184,867
T002943,V07,124,471,42,637
T002944,V06,134,476,11,621
T002945,V10,180,329,45,554
T002946,V04,184,590,15,789
T002947,V12,135,132,56,323
T002948,V07,189,330,140,659
T002949,V07,187,224,157,568
T002950,V11,171,234,49,454
T002951,V03,132,425,30,587
T002952,V04,169,314,32,515
T002953,V04,139,340,57,536
T002954,V06,175,526,63,764
T002955,V08,138,380,55,573
T002956,V02,169,129,19,317
T002957,V08,158,314,34,506
T002958,V10,148,659,40,847
T002959,V04,195,148,48,391
T002960,V09,159,249,59,467
T002961,V01,139,327,49,515
T002962,V09,139,127,22,288
T002963,V03,151,526,39,716
T002964,V10,155,282,32,469
T991462,V03,155,503,52,710
T002966,V11,143,274,34,451
T002967,V04,145,549,36,730
T002968,V05,186,427,15,628
T002969,V01,174,404,65,643
T002970,V06,142,410,30,582
T002971,V01,190,165,63,418
T002972,V11,178,385,45,608
T002973,V08,132,133,37,302
T002974,V04,197,383,41,621
T002975,V10,126,565,46,737
T002976,V02,193,222,13,428
T002977,V03,161,567,49,777
T002978,V06,187,534,20,741
T002979,V06,191,307,66,564
T002980,V10,175,530,14,719
T002981,V02,162,195,35,392
T990029,V08,165,209,50,424
T002983,V01,123,540,58,721
T002984,V04,192,528,47,767
T002985,V02,179,531,13,723
T002986,V12,120,469,10,599
T002987,V12,155,157,69,381
T998309,V10,180,509,44,733
T002989,V12,196,139,68,403
T002990,V09,149,465,27,641
T002991,V11,190,328,57,575
T002992,V05,125,561,26,712
T002993,V06,142,411,16,569
T002994,V12,174,467,66,707
T002995,V08,122,208,45,375
T002996,V12,179,249,66,494
T002997,V11,192,374,55,621
T002998,V01,160,112,16,288
T002999,V04,123,442,34,599
T003000,V05,147,353,22,522
T003001,V01,124,597,61,782
T003002,V04,197,529,60,786
T003003,V04,195,189,24,408
T003004,V01,153,202,52,407
T003005,V06,149,240,26,415
T003006,V05,137,122,13,272
T003007,V02,133,292,43,468
T003008,V04,190,455,36,681
T003009,V08,141,522,55,718
T003010,V10,150,128,21,299
T003011,V01,179,537,65,781
T003012,V04,189,686,25,900
T003013,V11,135,510,28,673
T003014,V03,151,579,65,795
T003015,V03,145,428,25,598
T003016,V04,161,522,54,737
T003017,V08,165,473,38,676
T003018,V10,149,582,15,746
T003019,V09,144,357,20,521
T003020,V05,132,132,34,298
T003021,V06,137,118,58,313
T003022,V06,187,544,34,765
T999731,V06,195,550,15,760
T003024,V12,147,249,67,463
T003025,V05,136,217,37,390
T003026,V10,137,505,51,693
T003027,V02,186,555,10,751
T003028,V10,121,222,15,358
T003029,V11,184,251,35,470
T003030,V03,185,382,37,604
T003031,V09,168,594,25,787
T003032,V04,162,289,31,482
T003033,V12,131,611,11,753
T003034,V11,173,366,68,607
T003035,V06,196,564,10,770
T003036,V08,199,416,39,654
T003037,V10,185,343,19,547
T003038,V01,125,390,45,560
T003039,V04,128,206,34,368
T003040,V01,144,561,55,760
T003041,V01,171,184,35,390
T003042,V05,162,322,10,494
T003043,V05,156,518,55,729
T003044,V12,183,163,25,371
T003045,V05,121,575,13,709
T003046,V04,148,319,55,522
T003047,V08,168,600,26,794
T003048,V11,131,157,48,336
T003049,V12,180,367,50,597
T003050,V12,157,137,38,332
T003051,V03,166,442,47,655
T003052,V04,125,571,62,758
T003053,V07,187,344,93,624
T003054,V05,163,365,46,574
T003055,V03,148,361,36,545
T003056,V08,142,231,29,402
T003057,V05,193,218,52,463
T003058,V10,160,494,16,670
T003059,V01,165,551,11,727
T003060,V03,158,523,20,701
T003061,V09,133,505,50,688
T003062,V12,157,248,63,468
T003063,V10,184,297,59,540
T003064,V02,134,281,63,478
T003065,V03,183,494,29,706
T003066,V01,178,393,15,586
T003067,V01,174,589,15,778
T003068,V05,125,600,62,787
T003069,V05,169,160,34,363
T003070,V01,166,516,16,698
T003071,V11,167,371,52,590
T003072,V07,173,267,131,571
T003073,V08,186,553,45,784
T003074,V02,164,407,63,634
T003075,V06,181,456,42,679
T003076,V08,158,201,66,425
T003077,V07,124,224,197,545
T003078,V05,179,371,21,571
T003079,V05,183,172,52,407
T003080,V05,153,543,47,743
T003081,V04,142,375,28,545
T003082,V07,188,397,107,692
T003083,V11,173,350,62,585
T003084,V01,182,137,28,347
T997523,V10,194,364,17,575
T003086,V11,170,362,25,557
T003087,V09,172,371,64,607
T003088,V05,126,432,24,582
T003089,V03,147,135,57,339
T003090,V02,178,363,15,556
T003091,V11,162,600,10,772
T003092,V02,193,160,34,387
T999646,V07,129,602,142,873
T003094,V09,167,483,26,676
T003095,V12,157,555,12,724
T003096,V08,128,372,27,527
T003097,V05,196,179,27,402
T003098,V11,178,623,64,865
T995673,V10,175,441,69,685
T003100,V03,149,610,63,822
T003101,V05,129,382,40,551
T003102,V12,187,434,60,681
T996029,V11,167,577,25,769
T003104,V02,182,423,22,627
T003105,V10,138,318,42,498
T003106,V08,186,120,65,371
T003107,V04,123,327,24,474
T003108,V06,171,596,40,807
T003109,V10,134,270,69,473
T003110,V01,193,164,32,389
T003111,V04,148,236,21,405
T003112,V12,165,228,25,418
T003113,V01,143,367,33,543
T003114,V02,178,413,68,659
T003115,V06,163,416,48,627
T998332,V05,180,428,29,637
T003117,V07,138,313,63,514
T003118,V02,140,188,14,342
T003119,V03,146,132,23,301
T003120,V05,193,533,35,761
T003121,V05,199,521,31,751
T003122,V04,172,192,57,421
T997452,V10,164,204,60,428
T003124,V08,198,207,42,447
T003125,V12,120,596,28,744
T003126,V09,170,305,48,523
T003127,V09,187,529,29,745
T003128,V04,162,450,62,674
T003129,V03,190,521,47,758
T003130,V11,168,238,48,454
T003131,V07,165,525,142,832
T003132,V08,199,446,10,655
T003133,V01,178,365,41,584
T003134,V03,172,167,11,350
T003135,V02,142,541,45,728
T003136,V07,167,384,183,734
T003137,V06,192,415,25,632
T003138,V01,138,193,68,399
T003139,V02,179,661,43,883
T003140,V03,136,341,26,503
T003141,V10,149,581,13,743
T003142,V12,167,293,17,477
T003143,V06,130,333,48,511
T990841,V09,142,528,66,736
T003145,V07,171,214,140,525
T003146,V02,169,460,21,650
T003147,V04,158,160,16,334
T003148,V08,132,604,67,803
T003149,V02,181,301,33,515
T003150,V05,193,161,25,379
T003151,V03,123,576,30,729
T003152,V09,145,452,13,610
T003153,V04,198,486,61,745
T003154,V01,157,469,53,679
T003155,V08,148,545,66,759
T003156,V10,171,432,21,624
T003157,V09,191,327,45,563
T003158,V03,168,148,34,350
T003159,V01,123,502,69,694
T003160,V06,172,306,68,546
T003161,V03,132,212,34,378
T003162,V05,123,524,24,671
T003163,V11,147,285,31,463
T003164,V10,145,152,62,359
T003165,V05,183,582,37,802
T003166,V06,178,158,32,368
T003167,V04,190,503,13,706
T003168,V05,177,276,29,482
T003169,V03,139,207,22,368
T003170,V10,168,276,54,498
T003171,V03,143,191,36,370
T003172,V05,154,492,56,702
T003173,V02,162,606,37,805
T003174,V01,166,374,31,571
T003175,V12,120,412,48,580
T003176,V08,180,402,20,602
T003177,V02,126,246,48,420
T003178,V08,199,599,63,861
T003179,V03,123,193,32,348
T003180,V09,123,565,53,741
T003181,V09,130,314,26,470
T003182,V05,197,539,63,799
T003183,V05,188,576,63,827
T003184,V03,120,632,45,797
T003185,V02,160,239,45,444
T003186,V09,172,327,59,558
T003187,V03,189,466,32,687
T003188,V03,151,627,19,797
T003189,V02,140,189,60,389
T003190,V06,150,398,44,592
T003191,V12,192,425,41,658
T003192,V11,177,266,52,495
T003193,V11,135,365,44,544
T003194,V12,156,411,62,629
T003195,V11,135,310,64,509
T003196,V02,178,463,28,669
T003197,V03,196,628,34,858
T003198,V06,138,399,62,599
T003199,V07,166,499,137,802
T003200,V04,180,494,17,691
T003201,V01,133,282,54,469
T003202,V06,186,395,16,597
T003203,V04,143,241,19,403
T003204,V01,129,251,54,434
T003205,V07,173,195,42,410
T003206,V01,135,348,45,528
T003207,V11,132,162,32,326
T003208,V12,196,298,28,522
T003209,V04,191,484,38,713
T003210,V04,171,332,18,521
T003211,V09,151,392,30,573
T003212,V07,120,533,41,694
T003213,V06,125,131,59,315
T003214,V06,144,598,22,764
T003215,V04,156,226,26,408
T003216,V03,182,633,25,840
T003217,V09,185,573,57,815
T003218,V12,178,665,50,893
T003219,V10,148,168,64,380
T003220,V03,137,406,49,592
T003221,V08,199,122,27,348
T003222,V01,170,470,35,675
T003223,V01,131,278,65,474
T003224,V03,173,341,36,550
T003225,V01,167,392,62,621
T003226,V03,179,134,25,338
T003227,V03,123,272,29,424
T003228,V04,170,577,10,757
T003229,V07,126,264,73,463
T003230,V03,136,131,33,300
T003231,V10,157,277,46,480
T003232,V10,189,181,65,435
T003233,V04,141,511,46,698
T003234,V12,195,462,47,704
T003235,V03,158,296,63,517
T003236,V03,191,475,12,678
T003237,V02,168,137,28,333
T003238,V10,159,584,44,787
T003239,V10,126,433,48,607
T003240,V09,123,368,44,535
T003241,V12,143,257,69,469
T003242,V12,149,446,53,648
T003243,V12,146,590,55,791
T003244,V08,155,226,54,435
T003245,V02,183,594,25,802
T003246,V06,130,202,53,385
T003247,V03,186,555,68,809
T003248,V11,154,252,53,459
T003249,V01,193,341,42,576
T003250,V04,142,423,41,606
T003251,V05,186,517,64,767
T003252,V05,178,174,15,367
T003253,V11,144,571,47,762
T003254,V03,165,524,42,731
T003255,V11,165,165,22,352
T003256,V09,191,456,17,664
T003257,V06,151,368,57,576
T003258,V04,177,336,64,577
T003259,V01,156,582,67,805
T003260,V09,153,224,69,446
T003261,V08,167,405,61,633
T003262,V02,189,517,56,762
T003263,V06,163,573,69,805
T003264,V05,173,333,26,532
T003265,V10,148,208,23,379
T003266,V02,179,352,39,570
T003267,V06,123,654,51,828
T003268,V03,179,261,51,491
T003269,V12,176,550,28,754
T003270,V10,173,539,16,728
T003271,V02,135,245,61,441
T003272,V04,168,128,49,345
T003273,V07,158,230,70,458
T003274,V07,199,637,194,1030
T003275,V10,170,440,10,620
T003276,V04,149,437,69,655
T003277,V08,191,566,63,820
T003278,V03,138,558,60,756
T003279,V09,183,139,44,366
T999457,V01,181,420,54,655
T003281,V03,188,410,65,663
T003282,V01,178,178,11,367
T003283,V11,188,358,69,615
T003284,V07,169,165,114,448
T003285,V05,166,614,62,842
T003286,V07,128,214,183,525
T003287,V08,147,463,59,669
T003288,V02,177,174,29,380
T003289,V05,143,180,58,381
T003290,V03,121,245,52,418
T003291,V08,150,503,14,667
T003292,V10,150,353,56,559
T003293,V06,199,436,41,676
T003294,V01,135,447,62,644
T003295,V01,196,647,37,880
T003296,V10,192,393,21,606
T003297,V06,192,166,64,422
T003298,V09,147,535,27,709
T003299,V01,191,138,41,370
T003300,V10,198,505,44,747
T003301,V12,120,452,61,633
T003302,V07,131,179,50,360
T003303,V03,134,250,53,437
T003304,V02,131,456,54,641
T003305,V04,178,357,53,588
T003306,V04,162,430,48,640
T003307,V03,138,216,24,378
T003308,V06,142,366,19,527
T003309,V06,173,609,36,818
T003310,V03,135,118,46,299
T003311,V12,124,362,28,514
T003312,V09,192,465,44,701
T003313,V01,171,367,30,568
T003314,V03,172,426,32,630
T003315,V02,141,522,32,695
T003316,V03,129,199,50,378
T003317,V01,154,407,68,629
T003318,V09,168,481,69,718
T003319,V05,124,409,14,547
T003320,V02,170,419,20,609
T003321,V09,125,188,47,360
T003322,V07,196,129,96,421
T003323,V08,186,271,17,474
T003324,V02,179,147,52,378
T003325,V11,131,647,11,789
T003326,V02,137,164,48,349
T003327,V02,152,561,39,752
T003328,V07,149,654,191,994
T003329,V07,124,485,61,670
T003330,V05,174,288,11,473
T003331,V02,166,455,51,672
T003332,V11,137,454,38,629
T003333,V06,139,358,63,560
T003334,V06,126,166,15,307
T003335,V09,133,584,39,756
T003336,V11,134,569,68,771
T003337,V03,190,371,28,589
T003338,V07,143,507,156,806
T003339,V07,164,197,40,401
T003340,V01,150,309,30,489
T003341,V06,199,517,45,761
T003342,V12,155,546,59,760
T003343,V08,150,436,30,616
T995143,V10,160,391,32,583
T003345,V09,136,396,39,571
T003346,V05,157,548,44,749
T003347,V02,140,219,52,411
T003348,V09,197,496,48,741
T003349,V04,155,221,61,437
T003350,V06,163,393,38,594
T003351,V11,143,662,10,815
T003352,V01,129,470,25,624
T003353,V12,174,137,13,324
T003354,V03,145,247,25,417
T003355,V06,153,511,64,728
T003356,V07,145,355,181,681
T003357,V09,137,153,68,358
T003358,V12,166,318,64,548
T003359,V11,179,349,18,546
T003360,V02,177,602,22,801
T003361,V12,131,202,60,393
T003362,V02,175,505,52,732
T003363,V06,177,124,47,348
T003364,V04,162,351,38,551
T003365,V04,176,641,52,869
T003366,V09,139,424,34,597
T003367,V05,172,116,54,342
T003368,V12,145,345,68,558
T003369,V03,185,348,68,601
T003370,V09,169,353,14,536
T003371,V12,185,291,61,537
T003372,V12,190,452,52,694
T003373,V06,148,275,15,438
T003374,V02,199,336,21,556
T003375,V08,126,467,46,639
T003376,V09,165,450,23,638
T003377,V12,198,485,11,694
T003378,V05,195,159,10,364
T003379,V06,147,683,62,892
T003380,V07,167,307,175,649
T003381,V04,183,297,38,518
T003382,V10,189,534,19,742
T003383,V10,142,433,40,615
T003384,V03,176,126,67,369
T003385,V01,157,532,15,704
T003386,V12,195,446,17,658
T003387,V03,132,514,53,699
T003388,V01,177,467,34,678
T003389,V04,126,411,12,549
T003390,V06,130,669,50,849
T003391,V04,142,269,46,457
T003392,V05,183,567,29,779
T003393,V03,146,264,21,431
T003394,V02,187,406,45,638
T003395,V06,145,239,39,423
T003396,V10,145,271,37,453
T003397,V05,126,343,27,496
T998735,V07,170,370,64,604
T003399,V10,136,123,58,317
T003400,V07,199,204,142,545
T003401,V07,181,417,89,687
T003402,V01,121,640,33,794
T003403,V07,152,287,189,628
T003404,V05,199,174,29,402
T003405,V06,126,235,12,373
T003406,V03,152,170,59,381
T003407,V08,150,307,65,522
T003408,V07,147,336,120,603
T003409,V01,162,304,68,534
T003410,V01,196,549,47,792
T003411,V02,151,250,46,447
T003412,V02,168,318,33,519
T003413,V09,168,471,60,699
T003414,V06,172,471,56,699
T003415,V02,126,242,33,401
T003416,V11,161,176,56,393
T003417,V05,178,172,32,382
T003418,V06,123,393,49,565
T003419,V07,161,427,66,654
T003420,V09,157,472,22,651
T003421,V07,199,601,198,998
T003422,V11,173,421,52,646
T003423,V06,148,414,30,592
T003424,V09,198,263,22,483
T003425,V10,121,267,42,430
T003426,V10,129,659,67,855
T003427,V09,139,175,34,348
T998310,V04,122,173,33,328
T003429,V03,150,126,65,341
T003430,V06,142,262,23,427
T003431,V05,139,146,62,347
T003432,V11,144,161,11,316
T003433,V06,141,482,26,649
T003434,V10,160,131,44,335
T003435,V05,136,502,64,702
T003436,V02,178,144,18,340
T003437,V12,195,530,66,791
T003438,V05,192,204,35,431
T003439,V07,124,597,186,907
T003440,V07,191,600,163,954
T003441,V02,144,516,55,715
T003442,V03,127,197,53,377
T003443,V03,177,299,26,502
T003444,V06,153,461,44,658
T003445,V11,160,176,48,384
T003446,V06,160,130,46,336
T003447,V11,163,362,44,569
T003448,V11,163,575,37,775
T003449,V08,173,532,51,756
T003450,V01,151,585,18,754
T003451,V11,170,284,69,523
T003452,V06,174,607,19,800
T003453,V12,161,356,31,548
T003454,V03,132,282,17,431
T003455,V11,130,246,22,398
T003456,V02,142,369,60,571
T003457,V09,152,201,10,363
T003458,V09,171,584,62,817
T003459,V08,166,445,39,650
T996337,V02,133,127,27,287
T998246,V08,164,487,69,720
T003462,V02,156,135,26,317
T003463,V02,166,521,49,736
T003464,V07,192,464,138,794
T003465,V07,188,535,79,802
T003466,V04,142,355,32,529
T003467,V07,134,418,97,649
T003468,V06,142,270,59,471
T003469,V03,188,273,47,508
T003470,V08,132,465,56,653
T003471,V08,174,183,20,377
