business_unit,office,product_type,trip_date,shift_type,trip_id,planned_pickup_epoch,planned_drop_epoch,actual_pickup_epoch,actual_drop_epoch,planned_km,traveled_km,stwid,signintype,gender,emp_role,boarding_status,not_boarding_reason,is_no_show
vanta-Sea,Denver Office,BUS,2026-06-08,11:00,4923061,1780913700.0,1780916100.0,1780913766.0,1780916240.0,10.140814,4.546288013458252,97570,Planned,MALE,projectmgr,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-07-14,11:00,1227173,1784024160.0,1784025900.0,1784024684.0,1784025793.0,2.8344827,4.709879398345947,394505,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Lakeside Commons,CAB,2026-05-05,22:00,1214479,1778019300.0,1778023500.0,1778019875.0,1778023118.0,22.96146,25.52323341369629,185015,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-06-09,15:30,3215034,1781019000.0,1781019840.0,1781019377.0,1781022675.0,4.7254524,5.629851818084717,165960,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-07-24,09:00,5077884,1784879220.0,1784882700.0,1784879424.0,1784881806.0,10.602084,9.88413906097412,362865,Planned,MALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-07-13,10:00,1225171,1783934040.0,1783935900.0,1783934412.0,1783936257.0,7.6450443,7.991678237915039,118650,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-25,17:16,4985323,1782408660.0,1782409680.0,1782407621.0,1782411576.0,9.095,8.849355697631836,189510,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-06-22,15:30,3281947,1782142200.0,1782145500.0,1782142586.0,1782145805.0,19.009283,18.83151054382324,94125,Planned,MALE,projectmgr,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-05-29,10:00,1145906,1780045199.0,1780047900.0,1780044689.0,1780046141.0,10.411,10.306407928466797,385805,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-07-08,08:30,3363321,1783497300.0,1783499100.0,1783498095.0,1783500572.0,9.543543,9.387422561645508,85935,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-02,13:00,4905571,1780403700.0,1780404900.0,1780403822.0,1780405528.0,5.006,5.027437686920166,420560,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-03,13:30,3188023,1780493400.0,1780494120.0,,,3.704,0.0,107530,,FEMALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
catalyst-Sac,Santa Clara Office,CAB,2026-06-16,20:30,1496132,1781639340.0,1781640000.0,1781642709.0,1781643221.0,2.311,1.8502922058105469,524565,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-23,13:00,4975216,1782215940.0,1782218700.0,1782215830.0,1782220362.0,15.76872,14.945305824279783,164835,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-30,21:16,5001004,1782855060.0,1782855600.0,1782854168.0,1782855746.0,4.5940647,4.125893592834473,311095,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-26,07:00,4987145,,,1782453641.0,1782456392.0,0.0,22.85323905944824,423615,Adhoc,MALE,escort,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-07-14,11:00,1227173,1784024700.0,1784025900.0,1784024616.0,1784025793.0,2.8141537,4.709879398345947,389640,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-25,10:30,3151625,1779702720.0,1779704700.0,,,6.72,0.0,145645,,MALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-07-17,07:30,3411310,1784270220.0,1784273100.0,1784270456.0,1784272538.0,15.742151,16.391277313232422,254085,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-22,16:16,4971982,1782144960.0,1782145860.0,1782145166.0,1782150370.0,19.492,20.70770263671875,257400,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-26,17:30,4885313,1779816600.0,1779820500.0,1779816729.0,1779818898.0,2.458,2.7111597061157227,57140,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-05,20:16,4919577,1780691460.0,1780692840.0,1780690666.0,1780693364.0,10.855,9.807767868041992,441370,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-21,16:30,3139554,1779381000.0,1779382560.0,1779382241.0,1779385072.0,7.677,7.9879045486450195,98355,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-05-15,20:16,4855460,1778877060.0,1778879700.0,,,18.801,0.0,427545,,FEMALE,employee,Not Boarded,NO_SHOW,True
catalyst-Sac,Santa Clara Office,CAB,2026-05-06,02:00,1445399,,,1778033589.0,1778037569.0,0.0,30.19801902770996,663825,Adhoc,MALE,escort,Boarded,,False
orbit-Slc,Eastgate Office,CAB,2026-07-13,20:00,1331090,1783973700.0,1783976340.0,1783973465.0,1783976862.0,14.904701,17.923107147216797,5380,Planned,FEMALE,projectmgr,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-09,14:30,3216328,1781015400.0,1781018280.0,1781015662.0,1781019273.0,16.232874,15.964261054992676,264945,Planned,FEMALE,employee,Boarded,,False
catalyst-Sac,Redwood City Center,CAB,2026-05-06,20:30,1446396,1778100300.0,1778101440.0,1778100431.0,1778101683.0,6.019,6.136212348937988,487940,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-26,17:30,4885313,1779816600.0,1779819900.0,,,1.54,0.0,188380,,FEMALE,employee,Not Boarded,NO_SHOW,True
catalyst-Sac,Santa Clara Office,CAB,2026-05-06,02:00,1445399,1778033700.0,1778035440.0,1778033662.0,1778035911.0,15.873,15.908836364746094,10580,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-14,16:30,3105622,1778776200.0,1778777880.0,1778775393.0,1778778746.0,9.335709,10.775482177734377,82020,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-24,12:00,4979511,1782299760.0,1782301500.0,1782299955.0,1782301311.0,5.743,4.879299163818359,76945,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-10,23:16,4933980,,,1781133969.0,1781135953.0,0.0,15.522233963012695,437740,Adhoc,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-25,12:00,4983947,1782386580.0,1782387900.0,1782386491.0,1782388307.0,5.345,4.860426425933838,196865,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Cedar Ridge Office,CAB,2026-07-17,20:00,1341323,1784319300.0,1784322000.0,,,14.959,0.0,113590,,MALE,employee,Not Boarded,NO_SHOW,True
vanta-Sea,Denver Office,BUS,2026-07-14,11:00,5042545,1784022360.0,1784025900.0,1784022116.0,1784026052.0,14.071655,13.045656204223633,183405,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-06-08,16:30,3208274,1780936200.0,1780937760.0,1780936080.0,1780939090.0,8.521,10.853726387023926,15195,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-24,16:30,3446878,1784910600.0,1784914980.0,,,21.348,0.0,84315,,MALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
orbit-Slc,Lakeside Commons,BUS,2026-05-06,13:00,1214912,1778067300.0,1778071500.0,1778069173.0,1778071958.0,14.37645,14.165576934814451,76805,Planned,MALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-07-07,10:00,1214479,1783415280.0,1783417500.0,1783415628.0,1783417061.0,4.649976,4.6033124923706055,310220,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-26,16:30,3158363,1779813000.0,1779815160.0,1779813317.0,1779816523.0,10.448999,8.297149658203125,407340,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-05,20:16,4919577,1780691460.0,1780692600.0,1780690575.0,1780692961.0,8.71,8.115630149841309,487570,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-07-30,21:16,5101170,1785447060.0,1785451620.0,1785446245.0,1785449973.0,21.855,21.151443481445312,393300,Planned,MALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-07-14,11:00,1227173,1784023920.0,1784025900.0,1784023402.0,1784025793.0,2.9367766,4.797303199768066,389965,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-07-20,20:16,5063823,1784579460.0,1784580900.0,1784578436.0,1784582468.0,12.465,11.797035217285156,207650,Planned,FEMALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-07-15,12:00,1229584,1784114940.0,1784115900.0,1784115335.0,1784116448.0,3.4720123,3.260185956954956,327290,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-06-15,08:30,3243625,1781505780.0,1781511900.0,1781507135.0,1781513099.0,32.362,31.306928634643555,90040,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-05-27,16:30,3163921,1779899400.0,1779900720.0,1779899913.0,1779901565.0,5.1175494,8.10307788848877,162145,Planned,MALE,projectmgr,Boarded,,False
orbit-Slc,Eastgate Office,CAB,2026-07-13,20:00,1331090,1783973700.0,1783976640.0,1783973413.0,1783977178.0,16.382631,19.289228439331055,10225,Planned,MALE,employee,Boarded,,False
orbit-Slc,Lakeside Commons,BUS,2026-06-10,11:00,1270826,1781082900.0,1781088300.0,1781083683.0,1781089117.0,21.251488,20.325420379638672,278205,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-15,10:00,4945094,1781516700.0,1781517300.0,1781516868.0,1781517486.0,2.56,2.3012256622314453,486685,Planned,MALE,employee,Boarded,,False
orbit-Slc,Eastgate Office,BUS,2026-06-22,11:00,1291894,1782121500.0,1782125100.0,1782121947.0,1782126030.0,17.821188,18.781532287597656,5600,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-07-23,21:16,5076766,1784842260.0,1784846700.0,1784841334.0,1784846508.0,28.25,28.70362663269043,409705,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-23,15:00,3439923,1784818800.0,1784819700.0,,,5.212,0.0,525475,,FEMALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-23,09:30,3435764,1784797320.0,1784798700.0,1784798134.0,1784799398.0,3.663,2.965989589691162,599565,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-07-10,18:30,5034209,1783708200.0,1783710900.0,1783708104.0,1783709713.0,3.239,3.270692825317383,445590,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-19,08:30,3121373,1779177240.0,1779179100.0,1779177060.0,1779178777.0,6.342,5.593374252319336,28335,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-07-22,12:00,5069682,1784718540.0,1784720700.0,1784718426.0,1784721995.0,13.811615,11.871626853942873,229975,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-07-31,14:00,5103620,1785503520.0,1785505500.0,1785503584.0,1785505629.0,11.739492,10.419047355651855,239915,Planned,FEMALE,operations,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-06-24,12:00,1191204,1782299280.0,1782301500.0,1782299461.0,1782302325.0,7.1128335,6.274135589599609,325790,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-25,12:00,4880104,1779707760.0,1779709500.0,1779708122.0,1779709975.0,5.743,5.5686845779418945,267000,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-02,Adhoc,4907477,,,1780437152.0,1780439494.0,40.055153,5.86916446685791,486870,Adhoc,FEMALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-06-25,05:00,1510126,,,1782364583.0,1782366433.0,0.0,6.120030403137207,530540,Adhoc,MALE,escort,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-05-19,19:15,1128438,,,1779218151.0,1779220899.0,0.0,7.446693897247315,318055,Adhoc,MALE,escort,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-30,11:00,4998003,1782815520.0,1782816900.0,1782815801.0,1782817153.0,4.4673314,3.427648544311523,89730,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-07-10,17:16,5033904,1783704660.0,1783705500.0,1783703854.0,1783705503.0,7.0859995,6.909693241119385,143645,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-03,17:16,4910631,1780507860.0,1780509060.0,1780506995.0,1780512471.0,15.760342,18.15805435180664,374470,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-18,12:00,4858934,1779104220.0,1779105300.0,1779104403.0,1779106274.0,4.652,4.6780853271484375,362425,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-04,18:00,3056236,1777913040.0,1777917300.0,1777913305.0,1777917457.0,13.022,11.85590648651123,443515,Planned,MALE,projectmgr,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-16,12:00,4950687,1781607720.0,1781610300.0,1781607813.0,1781611701.0,15.446016,14.452637672424316,247755,Planned,MALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-07-08,22:30,1528247,1783550700.0,1783554660.0,1783551280.0,1783554661.0,31.062,26.575944900512695,243265,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-09,11:00,4926776,1780999560.0,1781001900.0,1780999751.0,1781003139.0,9.393319,8.260146141052246,19245,Planned,MALE,employee,Boarded,,False
orbit-Slc,Lakeside Commons,CAB,2026-05-15,22:00,1231741,1778883300.0,1778887140.0,1778883967.0,1778887815.0,21.372149,20.272287368774418,84710,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-19,15:00,3126143,1779202800.0,1779204240.0,1779204069.0,1779206891.0,7.638,7.211149215698242,101355,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-21,15:00,3426627,1784646000.0,1784646960.0,1784646011.0,1784647659.0,5.404,5.304683208465576,717255,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-09,11:00,4926776,1781000220.0,1781001900.0,,,6.2943616,0.0,352265,,MALE,employee,Not Boarded,NO_SHOW,True
pinnacle-Slc,Oakmont Office,CAB,2026-05-21,22:30,3137496,1779402600.0,1779404940.0,1779403784.0,1779407708.0,0.0,17.85460090637207,421890,Planned,MALE,escort,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-07-20,08:30,3417224,1784533140.0,1784535900.0,1784533455.0,1784536082.0,11.012209,13.746464729309082,80305,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-28,10:00,4891528,1779957840.0,1779961500.0,1779958072.0,1779960000.0,14.716104,12.642932891845703,207470,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-06-03,08:30,3186806,1780473840.0,1780475100.0,,,4.762,0.0,129825,,MALE,employee,Not Boarded,NO_SHOW,True
vanta-Sea,Denver Office,BUS,2026-06-16,12:00,4950687,1781606880.0,1781610300.0,,,16.759722,0.0,336400,,FEMALE,employee,Not Boarded,NO_SHOW,True
vanta-Sea,Denver Office,BUS,2026-06-09,11:00,4926776,1780999560.0,1781001900.0,,,9.393319,0.0,491500,,MALE,employee,Not Boarded,NO_SHOW,True
vanta-Sea,Denver Office,CAB,2026-06-30,23:16,5001574,,,1782861907.0,1782864912.0,0.0,22.24842643737793,25320,Adhoc,MALE,escort,Boarded,,False
orbit-Slc,Cedar Ridge Office,CAB,2026-05-29,22:00,1253492,1780092900.0,1780099200.0,1780092483.0,1780096538.0,35.272,28.970653533935547,76280,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-07-20,14:30,3418510,1784557800.0,1784560500.0,1784557137.0,1784559635.0,18.94975,18.66270446777344,129010,Planned,MALE,projectmgr,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-06-17,21:30,1498926,1781732700.0,1781733900.0,1781732834.0,1781734388.0,5.947,6.4301910400390625,227430,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Lakeside Commons,CAB,2026-07-30,22:00,1365597,1785449700.0,1785454440.0,1785449446.0,1785453193.0,26.495953,25.079191207885746,34890,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-07-07,13:00,5021407,1783422960.0,1783428300.0,1783423188.0,1783429406.0,37.996788,32.438438415527344,102540,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-08,13:00,4923516,1780920360.0,1780922700.0,1780920351.0,1780923809.0,12.196,11.958227157592772,345175,Planned,MALE,employee,Boarded,,False
catalyst-Sac,Fairview Commons,CAB,2026-05-27,20:30,1472158,1779914700.0,1779921360.0,1779914626.0,1779919303.0,26.471,27.769529342651367,214985,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-07-23,Non Shift,3445618,1784847600.0,1784851200.0,1784847111.0,1784849137.0,0.0,11.625664710998535,702600,Planned,MALE,escort,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-18,10:00,4858487,1779092820.0,1779097500.0,1779092870.0,1779097849.0,15.310122,13.598481178283691,324375,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-18,10:00,4858487,1779094140.0,1779097500.0,1779094281.0,1779097849.0,10.560882,13.598481178283691,353885,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-07-29,12:00,5094247,1785322920.0,1785325500.0,1785323104.0,1785326343.0,13.733659,13.34968376159668,46985,Planned,MALE,projectmgr,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-07-09,19:30,5030621,1783625400.0,1783629360.0,1783625626.0,1783627211.0,2.8346243,2.5581891536712646,453435,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-05,07:00,4916707,1780640400.0,1780641900.0,1780641100.0,1780642337.0,12.173,12.002769470214844,446615,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-07-31,12:00,5103380,1785494520.0,1785498300.0,1785494821.0,1785496906.0,9.703323,8.686882972717285,209690,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-07-29,23:16,5097525,1785367860.0,1785371460.0,1785366927.0,1785369196.0,18.888,14.876761436462402,433645,Planned,MALE,employee,Boarded,,False
orbit-Slc,Lakeside Commons,CAB,2026-07-21,20:00,1346266,1784664900.0,1784669400.0,1784665135.0,1784670633.0,24.260998,23.699913024902344,62830,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-16,12:00,4950687,1781607720.0,1781610300.0,,,15.446016,0.0,29385,,FEMALE,employee,Not Boarded,NO_SHOW,True
catalyst-Sac,Santa Clara Office,CAB,2026-05-18,19:00,1459657,1779128220.0,1779129000.0,1779128378.0,1779131529.0,2.7,3.446035861968994,456585,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-12,10:00,4938636,1781254440.0,1781257500.0,1781254760.0,1781257251.0,12.909723,12.08143424987793,22405,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-22,09:30,3283665,1782118740.0,1782120300.0,,,3.785,0.0,127670,,MALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-07-27,15:00,3451197,1785164400.0,1785164700.0,1785164610.0,1785165034.0,0.9368797,1.335395097732544,97435,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Lakeside Commons,BUS,2026-07-22,15:30,1348469,1784735100.0,1784738400.0,1784734708.0,1784738984.0,12.94956,16.553607940673828,23730,Planned,MALE,projectmgr,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-05-20,23:15,1131173,1779319800.0,1779322920.0,1779318798.0,1779322960.0,25.64193,24.8237247467041,280770,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-02,13:30,3337792,1782999000.0,1783000740.0,,,7.3790674,0.0,544120,,FEMALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-08,15:00,3366630,1783522800.0,1783525500.0,1783523097.0,1783526873.0,15.83,15.44112491607666,88645,Planned,MALE,projectmgr,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-25,13:00,4880311,1779710160.0,1779713100.0,1779710513.0,1779712697.0,12.542331,12.005139350891112,481530,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-24,16:30,3296856,1782318600.0,1782324000.0,1782318675.0,1782323981.0,25.194412,21.009214401245117,82165,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Eastgate Office,CAB,2026-06-04,23:00,1261606,1780614900.0,1780617600.0,1780613527.0,1780615730.0,16.069,16.716678619384766,2225,Planned,MALE,projectmgr,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-07-08,22:30,1528247,1783550700.0,1783555740.0,1783551304.0,1783555795.0,35.833,31.212608337402344,250720,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-29,09:00,4993635,1782720000.0,1782722700.0,1782719808.0,1782722313.0,13.469726,12.275633811950684,484675,Planned,MALE,employee,Boarded,,False
catalyst-Sac,Fairview Commons,CAB,2026-06-22,21:30,1504458,1782164700.0,1782165660.0,1782164487.0,1782165438.0,5.183,5.137399673461914,604580,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-07-20,08:30,3417224,1784533440.0,1784535900.0,,,11.571,0.0,410975,,MALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
pinnacle-Slc,Oakmont Office,CAB,2026-06-08,14:30,3209066,1780929000.0,1780930260.0,1780929378.0,1780930668.0,9.082911,10.556798934936523,121730,Planned,MALE,employee,Boarded,,False
orbit-Slc,Lakeside Commons,CAB,2026-06-15,22:00,1280145,1781561700.0,1781569560.0,1781562238.0,1781567159.0,38.823586,38.3682975769043,31555,Planned,MALE,projectmgr,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-07-02,04:00,1519576,1782965700.0,1782970320.0,1782966172.0,1782969994.0,27.586998,24.480955123901367,503300,Planned,FEMALE,employee,Boarded,,False
